source,target,weight,avg_streams,country_code,year
electro,pop rap,10,420012.44444444455,jp,2019
latin,trap,10,75126.66666666669,jp,2019
reggaeton,trap,10,75126.66666666669,jp,2019
pop,rock,10,1205141.142857143,jp,2019
dance,dance pop,9,1059352.857142857,jp,2019
indie pop,pop,9,1465873.1428571432,jp,2019
dance pop,house,8,255483.57142857145,jp,2019
emo,pop,8,1372792.666666667,jp,2019
pop rap,tropical house,8,389430.7142857143,jp,2019
country,pop,8,1463305.666666667,jp,2019
k-pop,pop,8,1298314.142857143,jp,2019
electro,r&b,7,1244972.833333333,jp,2019
r&b,rap,7,143641.66666666663,jp,2019
dance pop,latin,7,499067.6,jp,2019
dance pop,reggaeton,7,499067.6,jp,2019
dance pop,dubstep,7,678792.3333333335,jp,2019
r&b,trap,7,165777.16666666663,jp,2019
pop,techno,7,1306064.0,jp,2019
electro,electro,7,967864.8,jp,2019
dance pop,k-pop,7,1543032.833333333,jp,2019
j-rap,r&b,7,233833.0,jp,2019
other,tropical house,6,382190.16666666674,jp,2019
house,r&b,6,706510.3333333335,jp,2019
pop,urban contemporary,6,340606.5,jp,2019
hip hop,urban contemporary,6,152363.0,jp,2019
pop rap,urban contemporary,6,152363.0,jp,2019
electropop,other,5,420456.6,jp,2019
hip hop,r&b,5,195169.6,jp,2019
latin,pop rap,5,406952.0,jp,2019
pop rap,reggaeton,5,406952.0,jp,2019
electro house,electropop,5,2361422.8,jp,2019
dubstep,electropop,5,1891353.0,jp,2019
dubstep,tropical house,5,533850.5,jp,2019
j-pop,j-pop,5,1403752.0,jp,2019
r&b,r&b,5,185531.6,jp,2019
pop,soul,5,140538.75,jp,2019
electro house,r&b,5,979401.2,jp,2019
indietronica,pop,5,1035911.25,jp,2019
latin,tropical,5,207824.0,jp,2019
hip hop,latin,5,207824.0,jp,2019
reggaeton,tropical,5,207824.0,jp,2019
hip hop,reggaeton,5,207824.0,jp,2019
house,tropical house,5,161977.75,jp,2019
moombahton,pop,5,254263.5,jp,2019
electropop,r&b,5,353236.66666666674,jp,2019
electropop,house,4,208892.0,jp,2019
europop,pop,4,173766.0,jp,2019
electro,rap,4,434514.75,jp,2019
electro,trap,4,428460.25,jp,2019
j-pop,other,4,1713876.25,jp,2019
anime,j-pop,4,2247966.0,jp,2019
house,pop rap,4,328338.0,jp,2019
trap,urban contemporary,4,152363.0,jp,2019
rap,urban contemporary,4,191646.5,jp,2019
j-division,j-pop,4,137431.0,jp,2019
electro house,other,4,2059926.5,jp,2019
dubstep,other,4,2059926.5,jp,2019
dance pop,techno,4,1229569.5,jp,2019
pop,tropical,4,427726.0,jp,2019
dance,electro,4,1341340.666666667,jp,2019
dance,tropical house,4,1341340.666666667,jp,2019
electro house,pop rap,4,195474.3333333333,jp,2019
pop,pop rock,4,1344634.25,jp,2019
j-pop,pop,4,1120287.25,jp,2019
electropop,trap,4,329872.0,jp,2019
electropop,k-pop,4,1927965.25,jp,2019
indie pop,tropical house,4,1334179.0,jp,2019
electro house,tropical house,4,83674.66666666669,jp,2019
electropop,pop rap,4,353236.66666666674,jp,2019
k-pop,tropical house,4,555419.5,jp,2019
j-pop,j-rap,4,641223.3333333335,jp,2019
j-rap,j-rap,4,224286.5,jp,2019
electro,latin,3,430638.33333333326,jp,2019
electro,reggaeton,3,430638.33333333326,jp,2019
latin,rap,3,430638.33333333326,jp,2019
rap,reggaeton,3,430638.33333333326,jp,2019
grime,pop,3,87452.0,jp,2019
electropop,techno,3,2672477.666666666,jp,2019
dance pop,rock,3,1194950.0,jp,2019
dance pop,emo,3,1211907.0,jp,2019
anime,other,3,2247966.0,jp,2019
rock,tropical house,3,404737.66666666674,jp,2019
electro,rock,3,404737.66666666674,jp,2019
house,rock,3,404737.66666666674,jp,2019
trap,trap,3,154349.33333333337,jp,2019
electro,other,3,521488.66666666674,jp,2019
electro,j-pop,3,617023.3333333335,jp,2019
electro house,j-pop,3,617023.3333333335,jp,2019
r&b,techno,3,1581133.333333333,jp,2019
country,electro house,3,1633146.666666667,jp,2019
electro house,rap,3,256574.5,jp,2019
dubstep,pop rap,3,70139.5,jp,2019
electropop,hip hop,3,286855.5,jp,2019
pop rock,rap,3,539023.6666666665,jp,2019
pop rap,pop rock,3,539023.6666666665,jp,2019
country,tropical house,3,1967280.333333333,jp,2019
country,dance pop,3,2187859.0,jp,2019
moombahton,tropical house,3,254263.5,jp,2019
ninja,pop,3,254263.5,jp,2019
trap,tropical house,3,329872.0,jp,2019
indietronica,tropical house,3,146855.0,jp,2019
electro,electro house,3,79937.5,jp,2019
electro,house,3,79937.5,jp,2019
pop,video game music,3,86601.0,jp,2019
electropop,indie pop,3,1956420.0,jp,2019
electro,k-pop,3,566019.3333333335,jp,2019
j-pop,r&b,3,641223.3333333335,jp,2019
j-rap,trap,3,224286.5,jp,2019
dance,r&b,2,666541.5,jp,2019
electro,europop,2,173766.0,jp,2019
europop,tropical house,2,173766.0,jp,2019
europop,house,2,173766.0,jp,2019
dance pop,europop,2,173766.0,jp,2019
other,punk rock,2,715408.5,jp,2019
j-pop,punk rock,2,715408.5,jp,2019
pop punk,pop rap,2,576738.5,jp,2019
pop rap,rock,2,576738.5,jp,2019
emo,pop rap,2,576738.5,jp,2019
pop punk,tropical house,2,576738.5,jp,2019
electro,pop punk,2,576738.5,jp,2019
pop,pop punk,2,576738.5,jp,2019
house,pop punk,2,576738.5,jp,2019
emo,tropical house,2,576738.5,jp,2019
electro,emo,2,576738.5,jp,2019
emo,house,2,576738.5,jp,2019
country,pop rap,2,456969.5,jp,2019
country,country rap,2,456969.5,jp,2019
country,hip hop,2,456969.5,jp,2019
r&b,soul,2,113079.5,jp,2019
r&b,urban contemporary,2,113079.5,jp,2019
soul,urban contemporary,2,113079.5,jp,2019
rap,soul,2,113079.5,jp,2019
pop rap,soul,2,113079.5,jp,2019
j-dance,j-pop,2,137431.0,jp,2019
j-dance,j-division,2,137431.0,jp,2019
j-division,j-division,2,137431.0,jp,2019
dubstep,j-pop,2,571270.0,jp,2019
trap,tropical,2,79755.0,jp,2019
funk,pop,2,2147312.5,jp,2019
dance pop,funk,2,2147312.5,jp,2019
dance,electropop,2,1975374.0,jp,2019
electro house,trap,2,467267.5,jp,2019
dubstep,rap,2,67005.0,jp,2019
soul,tropical house,2,167998.0,jp,2019
dance pop,tropical,2,601711.5,jp,2019
electropop,latin,2,335893.0,jp,2019
electropop,reggaeton,2,335893.0,jp,2019
other,other,2,563522.0,jp,2019
other,r&b,2,769215.0,jp,2019
other,rap,2,63333.0,jp,2019
country,electropop,2,2562303.5,jp,2019
country,electro,2,2187859.0,jp,2019
j-rock,pop,2,1779582.5,jp,2019
pop,visual kei,2,1779582.5,jp,2019
j-rock,other,2,2712344.0,jp,2019
dance pop,j-pop,2,410068.5,jp,2019
dance pop,moombahton,2,254263.5,jp,2019
electropop,moombahton,2,254263.5,jp,2019
ninja,tropical house,2,254263.5,jp,2019
dance pop,ninja,2,254263.5,jp,2019
electro,indie pop,2,101373.5,jp,2019
electro,indietronica,2,101373.5,jp,2019
electro,video game music,2,86601.0,jp,2019
tropical house,video game music,2,86601.0,jp,2019
moombahton,video game music,2,86601.0,jp,2019
moombahton,r&b,2,86601.0,jp,2019
electro,moombahton,2,86601.0,jp,2019
rock,rock,2,596620.0,jp,2019
classic rock,rock,2,596620.0,jp,2019
indie pop,r&b,2,486554.5,jp,2019
indie pop,pop rap,2,486554.5,jp,2019
electropop,soul,2,237818.0,jp,2019
electro,urban contemporary,2,717093.5,jp,2019
tropical house,urban contemporary,2,717093.5,jp,2019
dubstep,electro,2,73274.0,jp,2019
electro,trance,2,73274.0,jp,2019
trance,tropical house,2,73274.0,jp,2019
pop,trance,2,73274.0,jp,2019
dance pop,trance,2,73274.0,jp,2019
dance pop,other,2,1125718.5,jp,2019
experimental,rock,2,303575.0,jp,2019
k-pop,rap,2,131406.5,jp,2019
anime,anime,2,8804667.5,jp,2019
electro house,k-pop,2,772754.5,jp,2019
j-pop,trap,2,224286.5,jp,2019
indie rock,j-rap,2,202061.0,jp,2019
country pop,pop,2,777234.0,jp,2019
county rock,pop,2,777234.0,jp,2019
country pop,dance pop,2,777234.0,jp,2019
county rock,dance pop,2,777234.0,jp,2019
indie rock,pop,2,777234.0,jp,2019
dance pop,indie rock,2,777234.0,jp,2019
pop,synthpop,1,3703080.0,jp,2019
electro house,synthpop,1,3703080.0,jp,2019
dubstep,synthpop,1,3703080.0,jp,2019
electro house,indie pop,1,3703080.0,jp,2019
dubstep,indie pop,1,3703080.0,jp,2019
electro house,indietronica,1,3703080.0,jp,2019
dubstep,indietronica,1,3703080.0,jp,2019
country,dubstep,1,523722.0,jp,2019
electro,funk,1,3786595.0,jp,2019
funk,tropical house,1,3786595.0,jp,2019
electropop,funk,1,3786595.0,jp,2019
new wave,tropical house,1,2416886.0,jp,2019
new wave,pop,1,2416886.0,jp,2019
electropop,new wave,1,2416886.0,jp,2019
dubstep,r&b,1,67005.0,jp,2019
dubstep,trap,1,67005.0,jp,2019
electro,soul,1,98178.0,jp,2019
electro house,soul,1,98178.0,jp,2019
house,soul,1,98178.0,jp,2019
dance pop,soul,1,98178.0,jp,2019
dance,soul,1,98178.0,jp,2019
pop rap,tropical,1,335893.0,jp,2019
electropop,tropical,1,335893.0,jp,2019
other,pop rap,1,63333.0,jp,2019
dancehall,pop,1,91181.0,jp,2019
dancehall,grime,1,91181.0,jp,2019
dancehall,hip hop,1,91181.0,jp,2019
grime,hip hop,1,91181.0,jp,2019
country,techno,1,3598484.0,jp,2019
emo,other,1,111607.0,jp,2019
other,visual kei,1,111607.0,jp,2019
dance pop,j-rock,1,111607.0,jp,2019
dance pop,visual kei,1,111607.0,jp,2019
house,other,1,421926.0,jp,2019
moombahton,other,1,421926.0,jp,2019
ninja,other,1,421926.0,jp,2019
electropop,ninja,1,421926.0,jp,2019
house,trap,1,421926.0,jp,2019
moombahton,trap,1,421926.0,jp,2019
ninja,trap,1,421926.0,jp,2019
other,trap,1,421926.0,jp,2019
electro,j-division,1,708530.0,jp,2019
electro house,j-division,1,708530.0,jp,2019
j-pop,tropical house,1,708530.0,jp,2019
j-division,tropical house,1,708530.0,jp,2019
house,j-pop,1,708530.0,jp,2019
house,j-division,1,708530.0,jp,2019
j-division,pop,1,708530.0,jp,2019
dance pop,j-division,1,708530.0,jp,2019
escape room,pop,1,549863.0,jp,2019
dance pop,escape room,1,549863.0,jp,2019
indie pop,k-pop,1,6635581.0,jp,2019
house,video game music,1,86601.0,jp,2019
ninja,video game music,1,86601.0,jp,2019
electropop,video game music,1,86601.0,jp,2019
r&b,video game music,1,86601.0,jp,2019
electro house,video game music,1,86601.0,jp,2019
dance pop,video game music,1,86601.0,jp,2019
pop rap,video game music,1,86601.0,jp,2019
ninja,r&b,1,86601.0,jp,2019
electro house,house,1,86601.0,jp,2019
house,moombahton,1,86601.0,jp,2019
electro house,moombahton,1,86601.0,jp,2019
moombahton,moombahton,1,86601.0,jp,2019
moombahton,pop rap,1,86601.0,jp,2019
electro,ninja,1,86601.0,jp,2019
electro house,ninja,1,86601.0,jp,2019
moombahton,ninja,1,86601.0,jp,2019
ninja,pop rap,1,86601.0,jp,2019
punk,rock,1,889665.0,jp,2019
new wave,rock,1,889665.0,jp,2019
k-pop,other,1,523620.0,jp,2019
hip hop,tropical house,1,237818.0,jp,2019
electropop,indietronica,1,237818.0,jp,2019
indietronica,r&b,1,237818.0,jp,2019
indie pop,soul,1,237818.0,jp,2019
indietronica,soul,1,237818.0,jp,2019
hip hop,indie pop,1,237818.0,jp,2019
hip hop,indietronica,1,237818.0,jp,2019
indie pop,trap,1,237818.0,jp,2019
indietronica,trap,1,237818.0,jp,2019
indietronica,pop rap,1,237818.0,jp,2019
j-rap,k-hop,1,252926.0,jp,2019
j-rap,k-pop,1,252926.0,jp,2019
k-hop,r&b,1,252926.0,jp,2019
k-pop,r&b,1,252926.0,jp,2019
k-hop,trap,1,252926.0,jp,2019
k-pop,trap,1,252926.0,jp,2019
dance,pop rap,1,73274.0,jp,2019
dance,electro house,1,73274.0,jp,2019
dance,dubstep,1,73274.0,jp,2019
dance,trance,1,73274.0,jp,2019
dance,house,1,73274.0,jp,2019
pop rap,trance,1,73274.0,jp,2019
j-rap,video game music,1,58685.0,jp,2019
trap,video game music,1,58685.0,jp,2019
pop rock,trap,1,118645.0,jp,2019
hip hop,pop rock,1,118645.0,jp,2019
folk rock,rock,1,303575.0,jp,2019
psychedelic rock,rock,1,303575.0,jp,2019
mellow gold,rock,1,303575.0,jp,2019
folk rock,pop,1,303575.0,jp,2019
experimental,folk rock,1,303575.0,jp,2019
pop,psychedelic rock,1,303575.0,jp,2019
experimental,psychedelic rock,1,303575.0,jp,2019
mellow gold,pop,1,303575.0,jp,2019
experimental,mellow gold,1,303575.0,jp,2019
classic rock,pop,1,303575.0,jp,2019
classic rock,experimental,1,303575.0,jp,2019
k-hop,latin,1,194390.0,jp,2019
k-pop,latin,1,194390.0,jp,2019
k-hop,reggaeton,1,194390.0,jp,2019
k-pop,reggaeton,1,194390.0,jp,2019
k-hop,rap,1,194390.0,jp,2019
k-hop,pop,1,194390.0,jp,2019
anime,j-rock,1,5313081.0,jp,2019
j-pop,j-rock,1,5313081.0,jp,2019
deep pop r&b,pop,1,179470.0,jp,2019
indie r&b,pop,1,179470.0,jp,2019
dance pop,deep pop r&b,1,179470.0,jp,2019
dance pop,indie r&b,1,179470.0,jp,2019
house,k-pop,1,1145398.0,jp,2019
indie pop,pop rock,1,486025.0,jp,2019
dance pop,pop rock,1,486025.0,jp,2019
electropop,pop rock,1,486025.0,jp,2019
indie pop,j-rock,1,3447558.0,jp,2019
indie pop,j-pop,1,3447558.0,jp,2019
emo,indie pop,1,3447558.0,jp,2019
indie pop,visual kei,1,3447558.0,jp,2019
indietronica,j-rock,1,3447558.0,jp,2019
indietronica,j-pop,1,3447558.0,jp,2019
emo,indietronica,1,3447558.0,jp,2019
indietronica,visual kei,1,3447558.0,jp,2019
electropop,j-rock,1,3447558.0,jp,2019
electropop,j-pop,1,3447558.0,jp,2019
electropop,emo,1,3447558.0,jp,2019
electropop,visual kei,1,3447558.0,jp,2019
indie rock,trap,1,202061.0,jp,2019
indie rock,r&b,1,202061.0,jp,2019
indie rock,j-pop,1,202061.0,jp,2019
anime,j-pixie,1,12296254.0,jp,2019
anime,electropop,1,12296254.0,jp,2019
electro house,latin,1,867530.0,jp,2019
electro house,tropical,1,867530.0,jp,2019
electro house,reggaeton,1,867530.0,jp,2019
country pop,electro,1,777234.0,jp,2019
county rock,electro,1,777234.0,jp,2019
country pop,electro house,1,777234.0,jp,2019
county rock,electro house,1,777234.0,jp,2019
country pop,tropical house,1,777234.0,jp,2019
county rock,tropical house,1,777234.0,jp,2019
country,house,1,777234.0,jp,2019
country pop,house,1,777234.0,jp,2019
county rock,house,1,777234.0,jp,2019
electro,indie rock,1,777234.0,jp,2019
electro house,indie rock,1,777234.0,jp,2019
indie rock,tropical house,1,777234.0,jp,2019
house,indie rock,1,777234.0,jp,2019
country,indie rock,1,777234.0,jp,2019
country pop,indie rock,1,777234.0,jp,2019
county rock,indie rock,1,777234.0,jp,2019
electro house,rock,1,3394086.0,jp,2019
dubstep,rock,1,3394086.0,jp,2019
electro house,pop rock,1,3394086.0,jp,2019
dubstep,pop rock,1,3394086.0,jp,2019
electro house,urban contemporary,1,446144.0,jp,2019
techno,urban contemporary,1,446144.0,jp,2019
dance pop,urban contemporary,1,446144.0,jp,2019
rap,tropical house,1,446144.0,jp,2019
rap,techno,1,446144.0,jp,2019
pop rap,techno,1,446144.0,jp,2019
house,indie pop,1,66110.0,jp,2019
dance pop,indie pop,1,66110.0,jp,2019
house,indietronica,1,66110.0,jp,2019
dance pop,indietronica,1,66110.0,jp,2019
j-rap,other,1,1475097.0,jp,2019
latin,reggae,1,273843.0,jp,2019
reggae,tropical,1,273843.0,jp,2019
reggae,reggaeton,1,273843.0,jp,2019
hip hop,reggae,1,273843.0,jp,2019
hip hop,rap,850,20477016.97188755,us,2017
rap,trap,744,22316183.355450235,us,2017
pop rap,rap,743,19394013.87804878,us,2017
hip hop,trap,683,18930903.735,us,2017
hip hop,pop rap,668,18494353.076233186,us,2017
pop rap,trap,601,18786990.21782178,us,2017
rap,rap,465,21748539.68202765,us,2017
hip hop,hip hop,399,15338916.989949748,us,2017
pop,rap,338,21496434.13227513,us,2017
hip hop,pop,325,22110367.561497327,us,2017
pop,pop rap,318,23051221.36627907,us,2017
trap,trap,313,17073459.53642384,us,2017
pop rap,pop rap,305,18898030.594444446,us,2017
pop,trap,240,22164235.640625,us,2017
dance pop,pop,225,27893506.01626016,us,2017
pop,pop,194,29074609.801369864,us,2017
dance pop,pop rap,179,23395430.86111111,us,2017
dance pop,rap,166,22631774.46534653,us,2017
dance pop,hip hop,163,22237648.24509804,us,2017
r&b,rap,133,19135328.83544304,us,2017
hip hop,r&b,129,19729948.584415585,us,2017
dance pop,trap,122,23036121.10810811,us,2017
pop,tropical house,113,28495973.257142857,us,2017
pop rap,r&b,110,19782651.492537312,us,2017
electro,pop,108,27961937.48611111,us,2017
r&b,trap,105,16816437.074074075,us,2017
pop,r&b,78,27055912.0,us,2017
electropop,pop,75,30940847.50877193,us,2017
dance pop,tropical house,75,31361825.82978724,us,2017
dance pop,electro,70,26895117.29166667,us,2017
hip hop,urban contemporary,66,22619676.88636364,us,2017
dance pop,dance pop,66,30296823.2,us,2017
rap,urban contemporary,65,22221189.97560976,us,2017
pop rap,urban contemporary,64,21423561.375,us,2017
electro house,pop,57,25243850.444444444,us,2017
pop,urban contemporary,48,24167735.78125,us,2017
rap,soul,47,11942250.0,us,2017
hip hop,soul,46,13654684.677419355,us,2017
house,pop,46,26368949.027777776,us,2017
dance pop,r&b,44,29058956.08333333,us,2017
trap,urban contemporary,44,26004962.115384616,us,2017
soul,trap,39,14107453.217391305,us,2017
dance pop,electro house,38,25567432.096774194,us,2017
pop rap,tropical house,38,27291143.4,us,2017
electro,pop rap,37,27171492.115384616,us,2017
latin,reggaeton,37,51520753.25,us,2017
dance pop,electropop,36,37533795.86206897,us,2017
electro,tropical house,36,21510005.944444444,us,2017
pop rap,soul,35,16108664.56,us,2017
dance,pop,35,23991695.80769231,us,2017
electro,rap,33,31561920.5,us,2017
electro,hip hop,31,29033396.54166667,us,2017
rap,tropical house,31,26597951.3,us,2017
electro house,pop rap,30,20679122.04761905,us,2017
electro house,rap,30,20951784.4,us,2017
electropop,tropical house,30,33654648.5,us,2017
dance pop,house,29,19806217.045454547,us,2017
hip hop,tropical house,29,25387224.0,us,2017
dance pop,urban contemporary,28,19129600.57894737,us,2017
electro house,hip hop,27,20009922.19047619,us,2017
house,pop rap,26,22576029.33333333,us,2017
dance,dance pop,25,21928041.23529412,us,2017
electro,trap,25,26905479.8,us,2017
trap,tropical house,25,27879937.63157895,us,2017
house,rap,24,22257238.9375,us,2017
pop,soul,24,20838098.7,us,2017
electro,electropop,24,31836849.31578947,us,2017
dance,pop rap,23,25985810.0,us,2017
electro house,trap,23,21936604.05263158,us,2017
hip hop,house,23,19919727.166666668,us,2017
latin,pop,23,30595623.375,us,2017
electropop,rap,22,25944337.222222224,us,2017
electropop,pop rap,22,24323145.73684211,us,2017
dance,rap,22,23119910.64285714,us,2017
tropical house,tropical house,22,21394849.75,us,2017
indie pop,pop,21,20430361.388888888,us,2017
pop,reggaeton,21,31708858.66666667,us,2017
latin,tropical,21,63504481.0,us,2017
dance,hip hop,20,21656761.8,us,2017
latin,latin,20,51520753.25,us,2017
house,trap,18,23508536.21428572,us,2017
hip hop,latin,18,54833112.57142858,us,2017
reggaeton,tropical,18,63504481.0,us,2017
reggaeton,reggaeton,18,10210383.25,us,2017
other,pop,17,13003050.916666664,us,2017
r&b,r&b,17,35361080.63636363,us,2017
electro,electro,17,16857157.272727273,us,2017
electro,r&b,16,40993540.625,us,2017
electropop,hip hop,16,25645837.46153846,us,2017
dance,trap,16,26407558.08333333,us,2017
reggaeton,trap,16,8729287.0,us,2017
hip hop,reggaeton,16,9943515.5,us,2017
r&b,urban contemporary,15,28819385.08333333,us,2017
dance pop,soul,15,26022418.5,us,2017
r&b,tropical house,15,26841368.6,us,2017
latin,trap,15,8729287.0,us,2017
house,r&b,14,36965487.85714286,us,2017
indie pop rap,pop,13,14510323.0,us,2017
electro house,r&b,13,37375900.692307696,us,2017
indie pop,tropical house,13,29696166.54545455,us,2017
country,pop,12,19282515.111111112,us,2017
electro,urban contemporary,12,9183551.6,us,2017
tropical house,urban contemporary,12,9183551.6,us,2017
pop rap,rock,12,25177274.4,us,2017
rap,rock,12,27225895.85714286,us,2017
pop,tropical,12,47094965.0,us,2017
electro,electro house,12,19554417.0,us,2017
hip hop,rock,12,18930062.0,us,2017
r&b,soul,11,12717367.375,us,2017
dance,r&b,11,21984366.0,us,2017
house,tropical house,11,11284520.75,us,2017
pop,rock,11,12279200.875,us,2017
other,rap,10,9325120.42857143,us,2017
electro house,urban contemporary,10,7044683.5,us,2017
dance,urban contemporary,10,6695138.625,us,2017
pop rock,rap,10,27014263.125,us,2017
drill,rap,10,17545942.75,us,2017
electropop,indie pop,10,30384012.55555556,us,2017
electropop,electropop,10,28683230.6,us,2017
moombahton,pop,10,16907046.0,us,2017
electro house,tropical house,10,18599201.285714287,us,2017
electropop,r&b,9,31188164.777777776,us,2017
county rock,pop,9,24252174.71428572,us,2017
pop rap,pop rock,9,29126316.66666667,us,2017
dancehall,pop,9,26452337.0,us,2017
drill,hip hop,9,17545942.75,us,2017
indie rock,pop,9,16734543.285714284,us,2017
electropop,trap,9,10565305.714285716,us,2017
electro,house,9,11456842.714285716,us,2017
other,pop rap,8,10742608.25,us,2017
indie pop rap,rap,8,23338432.66666667,us,2017
house,urban contemporary,8,3013843.5,us,2017
deep pop r&b,pop rap,8,2190028.8,us,2017
deep pop r&b,trap,8,2190028.8,us,2017
deep pop r&b,hip hop,8,2190028.8,us,2017
indietronica,pop,8,8485300.0,us,2017
country,dance pop,8,21605983.33333333,us,2017
hip hop,pop rock,8,24747670.4,us,2017
hip hop,indie rock,8,9347474.5,us,2017
indie pop rap,pop rap,7,26323801.2,us,2017
pop,pop rock,7,22611100.85714286,us,2017
electro house,electropop,7,39778951.85714286,us,2017
country pop,pop,7,25614447.6,us,2017
hip hop,tropical,7,71303774.4,us,2017
dance pop,latin,7,15893341.166666664,us,2017
electro,indie pop,7,15241221.666666664,us,2017
dance pop,indie pop,7,14101420.5,us,2017
trap,tropical,7,12323053.333333336,us,2017
indie rock,rap,7,9886782.4,us,2017
indie rock,pop rap,7,11775731.75,us,2017
soul,urban contemporary,6,28441886.5,us,2017
indie pop,pop rap,6,13867682.0,us,2017
indie pop,rap,6,21619154.0,us,2017
hip hop,indie pop,6,9165595.4,us,2017
country,country,6,18350274.5,us,2017
dancehall,pop rap,6,19875365.6,us,2017
afropop,pop,6,24537412.5,us,2017
azonto,pop,6,24537412.5,us,2017
deep pop r&b,rap,6,2190028.8,us,2017
country pop,dance pop,6,31464621.75,us,2017
county rock,dance pop,6,31464621.75,us,2017
indie,rap,6,10181892.75,us,2017
dance pop,moombahton,6,16907046.0,us,2017
electro,other,6,15741174.4,us,2017
electropop,house,6,18971971.83333333,us,2017
dance,tropical house,6,26785100.6,us,2017
dance,electropop,6,31352209.66666667,us,2017
funk,pop,6,54911316.5,us,2017
rock,trap,6,32346741.0,us,2017
dance pop,indie pop rap,5,8991311.8,us,2017
country,county rock,5,13118812.0,us,2017
afropop,pop rap,5,24537412.5,us,2017
azonto,pop rap,5,24537412.5,us,2017
dancehall,hip hop,5,20391188.8,us,2017
hip hop,other,5,10829466.6,us,2017
pop,techno,5,48844371.6,us,2017
hip hop,indie r&b,5,6294748.75,us,2017
dance pop,indie rock,5,23639950.0,us,2017
tropical,tropical,5,71303774.4,us,2017
dance pop,reggaeton,5,16292590.6,us,2017
escape room,hip hop,5,2554744.333333333,us,2017
indie,pop,5,6700427.8,us,2017
hip hop,indie,5,10181892.75,us,2017
dance pop,other,5,15274600.25,us,2017
drill,trap,5,12025880.0,us,2017
electro house,house,5,8928658.0,us,2017
other,tropical house,5,18570034.0,us,2017
dance pop,dancehall,5,19757144.666666668,us,2017
pop rock,trap,5,27460715.66666667,us,2017
other,r&b,4,13114639.0,us,2017
dancehall,rap,4,24583036.75,us,2017
drill,r&b,4,18293891.5,us,2017
deep pop r&b,pop,4,9931090.0,us,2017
other,trap,4,12932694.5,us,2017
electro,indie rock,4,16097616.5,us,2017
indie rock,tropical house,4,16097616.5,us,2017
indietronica,tropical house,4,9832806.25,us,2017
dance pop,techno,4,59499245.25,us,2017
soul,tropical house,4,40416986.0,us,2017
indie r&b,rap,4,6294748.75,us,2017
indietronica,rap,4,26418730.75,us,2017
dance pop,tropical,4,10999075.75,us,2017
escape room,pop,4,2394542.0,us,2017
electro,indie,4,8501365.5,us,2017
indie,tropical house,4,8501365.5,us,2017
dance pop,indie,4,7349619.0,us,2017
indie,pop rap,4,10181892.75,us,2017
dubstep,pop,4,49933963.66666666,us,2017
bachata,reggaeton,4,7879190.0,us,2017
dance,electro,4,21525885.33333333,us,2017
dance pop,rock,4,12862337.0,us,2017
moombahton,pop rap,4,23446624.33333333,us,2017
moombahton,rap,4,23446624.33333333,us,2017
hip hop,moombahton,4,23446624.33333333,us,2017
dancehall,tropical house,4,19757144.666666668,us,2017
indie rock,trap,4,16777275.0,us,2017
hip hop,indietronica,4,7262658.666666668,us,2017
dance pop,funk,4,41689802.333333336,us,2017
electropop,indie pop rap,3,12705090.666666664,us,2017
urban contemporary,urban contemporary,3,46038895.66666666,us,2017
afropop,rap,3,32368323.0,us,2017
azonto,rap,3,32368323.0,us,2017
afropop,hip hop,3,32368323.0,us,2017
azonto,hip hop,3,32368323.0,us,2017
deep pop r&b,electro,3,19244234.0,us,2017
electropop,techno,3,73845722.33333333,us,2017
electro,soul,3,50082976.33333334,us,2017
electro house,soul,3,50082976.33333334,us,2017
house,soul,3,50082976.33333334,us,2017
dance,soul,3,50082976.33333334,us,2017
grime,rap,3,13989942.0,us,2017
grime,pop rap,3,13989942.0,us,2017
grime,hip hop,3,13989942.0,us,2017
indie pop,r&b,3,2749381.333333333,us,2017
country,tropical house,3,20363195.666666668,us,2017
country pop,tropical house,3,20363195.666666668,us,2017
county rock,tropical house,3,20363195.666666668,us,2017
indie r&b,pop,3,7795796.666666668,us,2017
hip hop,indie soul,3,10032476.0,us,2017
electropop,soul,3,10058037.0,us,2017
electro house,indie,3,9967266.333333334,us,2017
dance pop,dubstep,3,24969741.5,us,2017
drill,pop rap,3,12025880.0,us,2017
bachata,latin,3,7879190.0,us,2017
dance,electro house,3,6566292.333333332,us,2017
electro house,other,3,14880192.0,us,2017
adult standards,lounge,3,6880421.5,us,2017
electropop,indie,3,11050881.666666666,us,2017
dance pop,pop rock,3,13831854.333333336,us,2017
electropop,rock,3,11916249.333333336,us,2017
electropop,pop rock,3,13831854.333333336,us,2017
latin,rap,3,2728626.333333333,us,2017
rap,reggaeton,3,2728626.333333333,us,2017
moombahton,trap,3,23446624.33333333,us,2017
hip hop,metal,3,1356086.0,us,2017
hip hop,rap metal,3,1356086.0,us,2017
dancehall,electro,3,19757144.666666668,us,2017
afropop,dance pop,3,1165429.5,us,2017
azonto,dance pop,3,1165429.5,us,2017
indietronica,pop rap,3,9232769.0,us,2017
francoton,latin,2,60918852.5,us,2017
francoton,reggaeton,2,60918852.5,us,2017
indie pop rap,trap,2,35250181.0,us,2017
hip hop,indie pop rap,2,35250181.0,us,2017
indie pop,indie pop rap,2,12020000.5,us,2017
deep pop r&b,r&b,2,2123156.0,us,2017
deep pop r&b,soul,2,2123156.0,us,2017
